#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: ships-0.png (2024 x 1520)
# $TexturePacker:SmartUpdate:6fd29da32d57351622d365dfdb648e69:92bfc9fd4827b9fd2e3ddc2d1d831cdb:c9d032355133ce0ceec0a2e58f8661ee$
#

F5S1;0;1645;1171;111;170;137;183;0.5;0.49117647058823527
F5S1N;0;1645;1343;111;169;137;183;0.5;0.4881656804733728
F5S2;0;1012;1284;138;203;162;216;0.5;0.4876847290640394
F5S2N;0;1671;482;138;202;162;216;0.5;0.4900990099009901
F5S3;0;135;1280;131;230;147;248;0.5;0.49130434782608695
F5S3N;0;268;1280;129;229;147;248;0.5;0.4890829694323144
F5S4;0;1142;969;161;278;173;291;0.5;0.48741007194244607
F5S4N;0;1305;969;160;277;173;291;0.496875;0.4855595667870036
alien1;0;1012;969;128;313;166;315;0.5;0.4968051118210863
alien10001;0;1938;609;64;64;64;64;0.5;0.5
alien10002;0;1828;1005;64;64;64;64;0.5;0.5
alien10003;0;1839;1386;64;64;64;64;0.5;0.5
alien10004;0;1920;1132;64;64;64;64;0.5;0.5
alien10005;0;1920;1198;64;64;64;64;0.5;0.5
alien10006;0;1919;1264;64;64;64;64;0.5;0.5
alien10007;0;1919;1330;64;64;64;64;0.5;0.5
alien10008;0;1905;1396;64;64;64;64;0.5;0.5
alien10009;0;1839;1452;64;64;64;64;0.5;0.5
alien10010;0;486;1452;64;64;64;64;0.5;0.5
alien10011;0;552;1452;64;64;64;64;0.5;0.5
alien10012;0;618;1452;64;64;64;64;0.5;0.5
alien10013;0;684;1452;64;64;64;64;0.5;0.5
alien10014;0;750;1452;64;64;64;64;0.5;0.5
alien10015;0;816;1452;64;64;64;64;0.5;0.5
alien2;0;1547;735;115;232;125;238;0.5;0.4870689655172414
alien3;0;1811;482;125;208;125;238;0.5;0.5
alien4;0;1780;692;108;183;114;200;0.5;0.5355191256830601
aliendropping0001;0;1839;1259;78;125;82;141;0.48717948717948717;0.508
aliendropping0002;0;1758;1109;79;125;82;141;0.4936708860759494;0.508
aliendropping0003;0;1938;482;80;125;82;141;0.5;0.508
aliendropping0004;0;1758;1236;79;125;82;141;0.5063291139240507;0.508
aliendropping0005;0;1758;1363;79;125;82;141;0.5063291139240507;0.508
aliendropping0006;0;1828;878;79;125;82;141;0.5063291139240507;0.508
aliendropping0007;0;1909;878;79;125;82;141;0.5063291139240507;0.508
aliendropping0008;0;1894;1005;79;125;82;141;0.4936708860759494;0.508
aliendropping0009;0;1839;1132;79;125;82;141;0.4936708860759494;0.508
alienspaceship;0;1;1;534;792;907;907;0.499063670411985;0.5195707070707071
blueship1;0;1467;969;137;275;151;287;0.5;0.5
blueship2;0;1152;1249;129;267;151;287;0.5;0.5149812734082397
blueship3;0;1606;969;111;200;111;210;0.5;0.505
blueship4;0;399;1280;85;205;111;210;0.5;0.4878048780487805
greenship1;0;1403;1248;128;261;162;286;0.5;0.5057471264367817
greenship2;0;1547;486;122;247;140;247;0.5;0.5
greenship3;0;1664;735;114;194;114;201;0.5;0.48195876288659795
greenship4;0;1890;692;88;184;92;192;0.5;0.4945652173913043
orangeship;0;1283;1249;118;267;172;302;0.5;0.49063670411985016
orangeship2;0;1533;1246;110;260;172;302;0.5;0.47692307692307695
orangeship3;0;1;1280;132;230;164;251;0.5;0.5065217391304347
smallorange;0;1719;931;107;176;113;188;0.5;0.4943181818181818
spacestation;0;1549;1;472;479;512;512;0.4703389830508475;0.4989561586638831
st1normal;0;537;486;503;481;600;600;0.4532803180914513;0.4074844074844075
st2normal;0;1042;486;503;481;600;600;0.4532803180914513;0.4074844074844075
st3normal;0;507;969;503;481;600;600;0.4532803180914513;0.4074844074844075
tribase-u1-d0;0;1;795;504;483;600;600;0.4523809523809524;0.4078674948240166
tribase-u2-d0;0;537;1;504;483;600;600;0.4523809523809524;0.4078674948240166
tribase-u3-d0;0;1043;1;504;483;600;600;0.4523809523809524;0.4078674948240166
